"","AverageWorkTime","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"147",6.19276483050847,28,"No","Travel_Rarely","Research & Development",7,"3","Medical",1,"Male","3","Healthcare Representative","Divorced",119570,1,"Y",13,8,"0",10,2,10,1,8,"3","1","3","2","3"
"148",6.47230343691149,25,"Yes","Travel_Rarely","Research & Development",5,"2","Life Sciences",1,"Female","3","Laboratory Technician","Married",26600,5,"Y",13,8,"0",6,3,2,0,2,"1","1","3","3","3"
"149",8.19505144032922,52,"No","Travel_Rarely","Research & Development",26,"2","Life Sciences",1,"Female","2","Sales Representative","Married",33750,2,"Y",21,8,"0",28,2,5,0,4,"4","3","3","2","4"
"150",6.78769573370839,45,"No","Travel_Rarely","Research & Development",2,"3","Medical",1,"Female","1","Sales Executive","Married",50980,3,"Y",14,8,"1",8,4,2,0,2,"1","4","2","3","3"
"151",7.30213947990544,52,"No","Travel_Rarely","Research & Development",12,"3","Medical",1,"Male","2","Research Scientist","Married",48780,2,"Y",11,8,"1",31,3,5,1,4,"4","4","1","3","3"
"152",6.82240701001431,42,"No","Travel_Frequently","Sales",10,"3","Marketing",1,"Female","2","Healthcare Representative","Divorced",28370,2,"Y",13,8,"1",19,0,5,0,2,"1","3","3","2","3"
"153",7.32245893719807,30,"No","Travel_Rarely","Sales",25,"3","Marketing",1,"Male","1","Sales Executive","Single",24060,2,"Y",20,8,"1",11,5,5,0,2,"3","4","3","3","4"
"154",6.16436182950192,60,"No","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Female","1","Manufacturing Director","Married",22690,5,"Y",18,8,"1",33,4,29,11,10,"1","1","1","3","3"
"155",7.61028481012658,46,"No","Travel_Rarely","Sales",19,"4","Marketing",1,"Female","1","Sales Executive","Divorced",41080,2,"Y",14,8,"0",19,5,10,0,8,"3","3","2","2","3"
"156",6.59513538748833,42,"No","Travel_Frequently","Research & Development",18,"4","Technical Degree",1,"Male","4","Sales Executive","Married",132060,0,"Y",13,8,"2",7,2,6,0,4,"4","4","4","3","3"
"157",10.6489253766478,24,"Yes","Travel_Rarely","Research & Development",27,"2","Medical",1,"Male","1","Research Scientist","Single",104220,1,"Y",17,8,"1",6,0,5,1,4,"1","2","3","2","3"
"158",6.20442731277533,34,"Yes","Travel_Frequently","Research & Development",5,"3","Medical",1,"Male","2","Research Scientist","Divorced",137440,0,"Y",20,8,"1",3,3,2,1,0,"4","3","2","3","4"
"159",8.59190225035162,38,"No","Travel_Frequently","Sales",3,"3","Marketing",1,"Female","2","Sales Executive","Married",49070,1,"Y",11,8,"1",1,3,1,0,0,"4","4","3","3","3"
"160",6.0013538647343,40,"No","Travel_Rarely","Sales",26,"4","Marketing",1,"Female","1","Sales Executive","Married",34820,0,"Y",18,8,"1",21,2,20,1,12,"3","3","3","2","3"
"161",6.28175110132159,26,"No","Travel_Rarely","Research & Development",3,"2","Medical",1,"Female","4","Healthcare Representative","Divorced",24360,1,"Y",24,8,"0",3,2,3,0,2,"1","4","1","4","4"
"162",7.9055698005698,30,"No","Non-Travel","Research & Development",15,"3","Medical",1,"Female","2","Sales Executive","Married",23800,4,"Y",18,8,"3",9,2,5,1,4,"3","4","1","2","3"
"163",7.17569903581267,29,"No","Travel_Rarely","Research & Development",8,"3","Medical",1,"Female","3","Manufacturing Director","Married",194310,1,"Y",11,8,"0",10,3,10,0,7,"2","3","3","3","3"
"164",6.6512552742616,29,"Yes","Travel_Rarely","Research & Development",19,"4","Life Sciences",1,"Male","3","Research Scientist","Married",17900,5,"Y",16,8,"1",6,4,2,1,1,"3","2","4","2","3"
"165",7.90606837606838,19,"Yes","Travel_Rarely","Research & Development",4,"3","Medical",1,"Male","1","Sales Executive","Single",76440,1,"Y",15,8,"2",1,2,1,0,0,"1","4","4","3","3"
"166",6.71881566713157,30,"No","Non-Travel","Research & Development",2,"4","Life Sciences",1,"Female","3","Research Scientist","Married",51310,0,"Y",15,8,"1",10,2,9,7,8,"3","1","3","3","3"
"167",6.29058802308802,57,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","4","Research Scientist","Divorced",63060,3,"Y",12,8,"1",32,3,1,0,0,"1","4","2","3","3"
"168",7.17811499771376,50,"No","Travel_Rarely","Sales",10,"4","Life Sciences",1,"Female","3","Manager","Married",47870,0,"Y",12,8,"0",28,3,27,15,7,"2","3","3","3","3"
"169",6.28643171296296,30,"No","Non-Travel","Sales",10,"2","Life Sciences",1,"Male","3","Laboratory Technician","Single",188800,0,"Y",22,8,"1",12,3,11,6,7,"3","4","2","3","4"
"170",7.2179785954786,60,"No","Travel_Frequently","Research & Development",16,"3","Life Sciences",1,"Female","4","Laboratory Technician","Married",23390,4,"Y",20,8,"0",22,4,18,13,11,"3","1","4","3","4"
"171",7.80908937198068,47,"No","Travel_Rarely","Research & Development",1,"3","Technical Degree",1,"Male","5","Manufacturing Director","Divorced",135700,5,"Y",16,8,"2",20,2,5,0,4,"1","4","3","2","3"
"172",6.80515266299357,46,"No","Travel_Rarely","Sales",4,"1","Technical Degree",1,"Male","1","Laboratory Technician","Married",67120,6,"Y",21,8,"1",26,3,3,0,1,"1","3","1","2","4"
"173",6.48404558404558,35,"No","Travel_Rarely","Research & Development",15,"2","Medical",1,"Female","2","Laboratory Technician","Single",54060,0,"Y",12,8,"1",6,2,5,4,3,"4","3","3","3","3"
"174",7.65121484555095,54,"No","Travel_Rarely","Research & Development",2,"4","Medical",1,"Male","2","Human Resources","Single",89380,7,"Y",11,8,"3",19,2,1,0,0,"3","3","3","3","3"
"175",7.58596272554606,34,"No","Travel_Rarely","Sales",8,"2","Life Sciences",1,"Male","1","Laboratory Technician","Divorced",24390,3,"Y",11,8,"2",14,2,7,5,7,"4","3","3","4","3"
"176",9.1795405982906,46,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Healthcare Representative","Married",88370,2,"Y",18,8,"0",15,3,3,1,2,"3","4","3","2","3"
"177",6.37815324858757,31,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Male","2","Research Director","Divorced",53430,1,"Y",14,8,"1",13,3,13,0,8,"3","2","4","3","3"
"178",8.47764719848053,33,"Yes","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Female","4","Research Director","Married",67280,7,"Y",22,8,"0",15,2,7,7,7,"2","3","4","2","4"
"179",6.96512181238616,33,"Yes","Travel_Rarely","Sales",5,"4","Marketing",1,"Male","2","Research Director","Divorced",66520,7,"Y",25,8,"0",8,5,4,1,3,"1","4","3","3","4"
"180",6.47462079299216,30,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Sales Executive","Single",48500,0,"Y",12,8,"1",4,4,3,1,2,"4","2","3","3","3"
"181",8.87600436179982,35,"No","Travel_Rarely","Research & Development",12,"2","Medical",1,"Female","2","Sales Representative","Married",28090,4,"Y",23,8,"1",10,2,8,0,0,"4","3","3","1","4"
"182",6.58834186159844,31,"Yes","Travel_Frequently","Research & Development",22,"2","Medical",1,"Female","2","Sales Executive","Married",56890,3,"Y",15,8,"2",12,2,1,0,0,"1","3","3","2","3"
"183",10.9955731364276,34,"Yes","Travel_Frequently","Sales",17,"1","Marketing",1,"Male","1","Research Director","Divorced",20010,9,"Y",22,8,"1",11,5,3,0,2,"2","1","3","4","4"
"184",7.81065207156309,42,"No","Travel_Frequently","Research & Development",2,"4","Medical",1,"Female","1","Research Scientist","Married",29770,4,"Y",15,8,"3",8,3,2,2,0,"2","3","3","2","3"
"185",7.22925660291439,36,"No","Non-Travel","Research & Development",3,"4","Medical",1,"Male","1","Research Scientist","Single",40250,1,"Y",11,8,"0",10,3,10,9,7,"2","4","2","3","3"
"186",6.4193898385565,22,"Yes","Travel_Frequently","Research & Development",7,"3","Medical",1,"Female","2","Laboratory Technician","Single",37850,5,"Y",13,8,"2",4,2,2,1,2,"3","3","3","3","3"
"187",6.77962361712362,48,"No","Travel_Rarely","Research & Development",6,"3","Medical",1,"Male","1","Laboratory Technician","Married",108540,2,"Y",14,8,"1",14,6,9,6,7,"2","4","3","3","3"
"188",7.39080959164292,55,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","1","Sales Executive","Single",120310,3,"Y",11,8,"0",37,5,10,7,7,"1","2","3","3","3"
"189",6.19204951690821,41,"No","Non-Travel","Research & Development",3,"2","Life Sciences",1,"Female","2","Research Scientist","Single",99360,7,"Y",17,8,"1",16,2,14,1,10,"4","4","3","2","3"
"190",6.01466022889843,35,"No","Travel_Rarely","Research & Development",22,"3","Medical",1,"Female","1","Sales Representative","Married",29660,9,"Y",18,8,"0",15,2,11,6,9,"2","3","3","2","3"
"191",7.301029143898,40,"No","Travel_Rarely","Research & Development",15,"3","Life Sciences",1,"Female","2","Laboratory Technician","Single",25710,7,"Y",14,8,"0",22,1,20,5,13,"2","3","3","3","3"
"192",7.06199724517906,39,"No","Travel_Frequently","Research & Development",12,"1","Medical",1,"Male","1","Research Scientist","Married",99910,1,"Y",16,8,"1",8,3,8,0,7,"3","3","3","3","3"
"193",8.72473599632691,31,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","3","Research Director","Single",61420,4,"Y",13,8,"2",10,2,6,0,5,"2","4","4","2","3"
"194",10.8076047551789,42,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","3","Sales Executive","Married",53900,1,"Y",14,8,"0",10,3,10,5,8,"4","1","2","3","3"
"195",7.41028883972468,45,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Female","4","Sales Executive","Married",44040,0,"Y",23,8,"0",9,2,8,3,7,"4","2","4","3","4"
"197",7.39301047758285,29,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","1","Research Scientist","Divorced",51300,4,"Y",11,8,"0",8,3,3,1,2,"4","4","4","2","3"
"198",7.40258759797142,33,"No","Travel_Rarely","Research & Development",16,"3","Medical",1,"Female","1","Laboratory Technician","Divorced",20900,4,"Y",16,8,"0",10,2,6,0,5,"1","3","3","3","3"
"199",6.71170821462488,31,"No","Travel_Rarely","Research & Development",2,"4","Life Sciences",1,"Female","1","Sales Executive","Divorced",29090,9,"Y",14,8,"2",10,2,5,0,1,"3","4","2","3","3"
"200",9.2302316735823,18,"Yes","Travel_Frequently","Research & Development",2,"3","Technical Degree",1,"Male","1","Sales Executive","Single",34680,1,"Y",18,8,"2",0,4,0,0,0,"2","2","3","4","3"
"201",6.88086006508601,40,"No","Non-Travel","Research & Development",1,"4","Technical Degree",1,"Female","2","Laboratory Technician","Divorced",30680,3,"Y",19,8,"0",20,3,1,0,1,"3","1","3","2","3"
"202",9.29257246376812,41,"No","Non-Travel","Research & Development",23,"3","Life Sciences",1,"Male","2","Manufacturing Director","Single",26700,2,"Y",15,8,"2",10,2,8,0,7,"1","3","3","2","3"
"203",6.0161487142164,26,"No","Travel_Rarely","Research & Development",9,"4","Medical",1,"Male","3","Healthcare Representative","Divorced",26930,5,"Y",17,8,"3",8,3,0,0,0,"1","3","3","2","3"
"204",6.32600024366472,35,"No","Travel_Rarely","Research & Development",16,"4","Medical",1,"Male","2","Human Resources","Single",95260,1,"Y",15,8,"0",5,2,5,0,3,"1","3","3","2","3"
"205",6.40612165963432,34,"No","Travel_Rarely","Research & Development",26,"3","Medical",1,"Male","1","Laboratory Technician","Single",52370,1,"Y",19,8,"1",10,3,10,5,7,"4","4","3","2","3"
"206",8.75142584644731,26,"Yes","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","2","Manufacturing Director","Single",24260,1,"Y",22,8,"0",1,3,1,0,0,"3","4","1","1","4"
"207",7.3898275462963,37,"No","Travel_Rarely","Research & Development",8,"1","Life Sciences",1,"Male","1","Sales Executive","Single",41930,4,"Y",16,8,"1",12,5,6,1,2,"2","4","4","3","3"
"208",6.19618908382066,46,"No","Travel_Frequently","Research & Development",4,"1","Medical",1,"Male","5","Human Resources","Married",29110,5,"Y",13,8,"0",28,3,2,1,2,"1","3","2","3","3"
"209",7.70627963737796,41,"No","Travel_Rarely","Research & Development",24,"1","Life Sciences",1,"Male","1","Research Director","Married",26610,7,"Y",14,8,"1",22,2,18,11,8,"2","1","3","3","3"
"210",7.50663439372983,37,"No","Non-Travel","Research & Development",7,"2","Medical",1,"Male","1","Sales Executive","Divorced",20280,1,"Y",16,8,"1",9,3,9,7,7,"1","2","3","3","3"
"212",5.99324227754726,32,"Yes","Non-Travel","Research & Development",7,"2","Life Sciences",1,"Female","2","Research Director","Married",32980,8,"Y",22,8,"0",6,4,4,1,2,"4","3","3","2","4"
"213",6.03085629017447,24,"No","Travel_Frequently","Sales",22,"3","Life Sciences",1,"Female","1","Healthcare Representative","Married",29350,0,"Y",14,8,"2",3,5,2,2,1,"4","4","3","2","3"
"214",6.02010227801023,38,"No","Travel_Rarely","Research & Development",5,"3","Life Sciences",1,"Female","1","Research Scientist","Married",154270,3,"Y",16,8,"1",18,2,1,0,0,"3","3","3","3","3"
"215",6.89909517112049,37,"No","Travel_Rarely","Research & Development",1,"4","Technical Degree",1,"Female","5","Research Scientist","Married",39440,6,"Y",11,8,"2",8,3,6,4,3,"2","2","2","3","3"
"216",10.7816851083449,49,"No","Travel_Rarely","Sales",21,"1","Life Sciences",1,"Male","1","Sales Executive","Divorced",40110,1,"Y",18,8,"2",31,2,31,0,9,"4","3","3","1","3"
"217",8.9831265031265,24,"No","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","1","Sales Executive","Married",34070,1,"Y",15,8,"2",6,2,6,1,4,"2","4","3","2","3"
"218",7.38342516069789,26,"No","Travel_Rarely","Research & Development",19,"4","Technical Degree",1,"Female","4","Sales Executive","Married",119940,1,"Y",14,8,"1",6,6,5,1,4,"1","2","4","3","3"
"219",6.82366618773946,24,"No","Travel_Rarely","Sales",7,"3","Medical",1,"Female","1","Laboratory Technician","Married",12320,1,"Y",12,8,"0",1,4,1,0,0,"4","2","3","1","3"
"220",6.78911657559199,50,"No","Travel_Frequently","Sales",2,"2","Marketing",1,"Male","1","Sales Executive","Married",29600,1,"Y",14,8,"3",32,2,32,10,7,"1","2","3","3","3"
"221",7.40931228585414,25,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Research Scientist","Married",190940,1,"Y",16,8,"0",7,3,7,0,6,"2","3","3","2","3"
"222",10.825435862692,24,"Yes","Travel_Frequently","Research & Development",2,"3","Medical",1,"Male","2","Research Scientist","Married",39190,1,"Y",21,8,"0",6,3,6,1,2,"1","3","3","3","4"
"223",6.87765021459227,30,"Yes","Travel_Frequently","Research & Development",9,"3","Other",1,"Male","2","Healthcare Representative","Married",68250,1,"Y",14,8,"0",1,2,1,0,0,"2","1","4","3","3"
"224",8.90651394901395,34,"No","Travel_Rarely","Sales",6,"2","Life Sciences",1,"Male","4","Research Director","Married",102480,1,"Y",12,8,"1",6,4,6,1,3,"2","4","3","3","3"
"225",6.68345188284519,31,"Yes","Travel_Rarely","Research & Development",9,"1","Medical",1,"Female","1","Sales Representative","Divorced",189470,2,"Y",12,8,"2",9,2,3,1,2,"2","1","1","2","3"
"226",7.92449558344956,35,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Female","5","Sales Executive","Single",24960,4,"Y",17,8,"3",9,3,3,0,2,"1","4","3","3","3"
"227",6.31050332383666,31,"No","Travel_Rarely","Sales",1,"3","Marketing",1,"Female","2","Sales Executive","Divorced",64650,4,"Y",17,8,"0",13,3,7,5,7,"1","4","4","3","3"
"228",7.88792654579265,27,"No","Travel_Rarely","Sales",22,"4","Medical",1,"Male","1","Sales Representative","Divorced",22060,0,"Y",14,8,"1",6,4,5,0,3,"1","3","2","3","3"
"229",8.88287951531779,37,"No","Travel_Rarely","Sales",9,"4","Marketing",1,"Female","2","Laboratory Technician","Married",20860,4,"Y",14,8,"0",17,3,3,1,0,"4","3","2","3","3"
"230",7.08990013774105,20,"No","Travel_Rarely","Research & Development",17,"4","Medical",1,"Female","1","Sales Representative","Single",22930,1,"Y",13,8,"2",1,3,1,0,0,"4","2","4","1","3"
"231",7.49081560283688,42,"No","Travel_Rarely","Research & Development",28,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",26450,1,"Y",15,8,"0",10,5,10,2,2,"3","4","3","3","3"
"232",8.68553854875283,43,"No","Travel_Rarely","Research & Development",10,"5","Technical Degree",1,"Female","2","Sales Executive","Divorced",26830,4,"Y",11,8,"0",21,3,1,0,0,"2","4","2","3","3"
"233",6.80244834710744,38,"No","Travel_Rarely","Human Resources",2,"4","Medical",1,"Male","1","Human Resources","Single",20140,3,"Y",17,8,"1",8,5,0,0,0,"3","1","2","4","3"
"234",9.12642203932327,43,"No","Travel_Frequently","Sales",4,"3","Medical",1,"Female","2","Healthcare Representative","Divorced",34190,3,"Y",11,8,"1",10,5,8,4,7,"4","3","3","3","3"
"235",7.01658696671355,48,"No","Travel_Rarely","Research & Development",8,"1","Medical",1,"Male","2","Laboratory Technician","Married",53760,7,"Y",13,8,"1",21,3,3,0,2,"4","1","1","4","3"
"236",6.70429702729045,44,"No","Travel_Rarely","Sales",29,"4","Marketing",1,"Male","2","Sales Executive","Single",19510,4,"Y",22,8,"3",10,4,2,0,2,"1","3","4","4","4"
"237",8.40203862660944,34,"No","Travel_Rarely","Research & Development",13,"4","Life Sciences",1,"Female","1","Laboratory Technician","Divorced",23410,1,"Y",20,8,"2",8,3,8,0,6,"3","3","3","2","4"
"238",6.48307415155741,27,"Yes","Travel_Rarely","Sales",27,"3","Life Sciences",1,"Male","2","Research Scientist","Divorced",22930,0,"Y",18,8,"0",5,0,4,0,2,"3","1","3","3","3"
"239",7.23310024154589,21,"No","Travel_Rarely","Sales",16,"2","Life Sciences",1,"Male","3","Sales Executive","Single",87260,1,"Y",11,8,"1",3,2,3,1,2,"3","3","3","1","3"
"240",8.69020202020202,44,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","1","Laboratory Technician","Married",40110,4,"Y",14,8,"1",26,2,2,0,1,"4","4","4","3","3"
"241",6.03734214390602,22,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Female","2","Laboratory Technician","Married",195450,0,"Y",14,8,"0",3,3,2,2,2,"1","3","3","2","3"
"242",7.28216548463357,33,"No","Travel_Rarely","Sales",13,"4","Marketing",1,"Female","2","Manufacturing Director","Divorced",45680,0,"Y",18,8,"1",6,2,5,1,2,"3","3","3","3","3"
"243",9.37723714416896,32,"No","Travel_Rarely","Research & Development",1,"1","Life Sciences",1,"Female","1","Healthcare Representative","Married",30220,1,"Y",16,8,"1",6,3,6,0,5,"1","4","2","3","3"
"244",7.30983005157056,30,"No","Travel_Frequently","Research & Development",4,"5","Technical Degree",1,"Male","3","Manager","Divorced",57720,1,"Y",17,8,"0",1,3,1,0,0,"3","3","3","3","3"
"245",7.11375295508274,53,"No","Travel_Rarely","Research & Development",24,"3","Other",1,"Female","3","Manager","Single",22690,7,"Y",11,8,"1",18,2,14,8,10,"4","1","4","2","3"
"246",7.43847745234774,34,"No","Travel_Rarely","Research & Development",1,"5","Medical",1,"Male","1","Research Scientist","Married",53810,1,"Y",12,8,"0",10,0,10,8,8,"2","4","2","3","3"
"247",7.57411306042885,45,"Yes","Travel_Frequently","Research & Development",19,"4","Life Sciences",1,"Male","3","Research Director","Married",34410,2,"Y",13,8,"1",5,5,1,0,0,"1","1","3","3","3"
"248",9.9631910291439,26,"No","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Male","1","Manufacturing Director","Married",54540,1,"Y",13,8,"1",3,5,3,0,2,"3","4","3","4","3"
"249",6.21498132586368,37,"No","Travel_Rarely","Research & Development",4,"3","Medical",1,"Male","1","Manager","Married",98840,1,"Y",14,8,"0",10,3,10,7,8,"3","3","3","2","3"
"250",6.81072412155746,29,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Female","1","Healthcare Representative","Married",41570,1,"Y",17,8,"3",6,2,6,1,2,"2","3","2","3","3"
"251",6.65586615096109,35,"No","Travel_Rarely","Research & Development",10,"5","Medical",1,"Female","4","Laboratory Technician","Single",134580,1,"Y",11,8,"0",17,3,17,11,8,"2","4","3","3","3"
"252",7.51491046831956,33,"No","Travel_Frequently","Research & Development",8,"3","Technical Degree",1,"Male","2","Laboratory Technician","Divorced",90690,3,"Y",25,8,"1",15,3,13,4,7,"3","4","1","3","4"
"253",6.40839790448343,54,"No","Travel_Rarely","Research & Development",5,"2","Life Sciences",1,"Female","2","Sales Executive","Married",40140,2,"Y",19,8,"1",16,4,9,7,1,"3","2","4","2","3"
